Instance; HV(NSGA-II); HV(SPEA2); IGD(NSGA-II); IGD(SPEA2); 
a280_n1395_uncorr_01.txt; 0.8146414858512432966; 0.71873751041375022464; 0.0017572368373195252581; 0.0063224256113909192353; 
a280_n1395_uncorr_02.txt; 0.81288509244990869718; 0.70699996353165772689; 0.0019527685937031733377; 0.00658571576443801876; 
a280_n1395_uncorr_03.txt; 0.81864735396080601237; 0.65577070906943113471; 0.0011699684116668307952; 0.0084764194140888437373; 
a280_n2790_uncorr_01.txt; 0.803868834620956485; 0.56437738159771921875; 0.0023318858866284925338; 0.013096094118219861815; 
a280_n2790_uncorr_02.txt; 0.79764538379217952979; 0.69302453126021845708; 0.0018655882710706147946; 0.0062905766916665157087; 
a280_n2790_uncorr_03.txt; 0.78901203753602133784; 0.69891734061698274072; 0.0022029421703348085922; 0.0060055052377766381805; 
a280_n279_uncorr_01.txt; 0.84830764009790338154; 0.74523270436680355555; 0.00079862518339280383697; 0.0055323294601044587654; 
a280_n279_uncorr_02.txt; 0.86494267811629599318; 0.7620304320116166874; 0.0012950068106808818209; 0.006397103336737032693; 
a280_n279_uncorr_03.txt; 0.87901122556945576747; 0.70112861121252445518; 0.00056779052337277001895; 0.0078795234260450493224; 
a280_n837_uncorr_01.txt; 0.82283550324259768782; 0.71826927936131046426; 0.0015142455019367790335; 0.0064405313650706778883; 
a280_n837_uncorr_02.txt; 0.83307876280289916426; 0.71710930336269695928; 0.00077301501209270915595; 0.0055802854635963851718; 
a280_n837_uncorr_03.txt; 0.82723587018840805118; 0.70454146583071075582; 0.00077894936903042310758; 0.0053960627592513762604; 
berlin52_n153_uncorr_01.txt; 0.88758315740302851093; 0.73292001144855278838; 0.00045268304838149867964; 0.0070192717877551472419; 
berlin52_n153_uncorr_02.txt; 0.8515554956979881629; 0.60225625438333041384; 0.00091971656342412408912; 0.010657857924059722585; 
berlin52_n153_uncorr_03.txt; 0.90165267654048153467; 0.70868746494732060004; 0.00062425207698749650941; 0.0083829743354185536769; 
berlin52_n255_uncorr_01.txt; 0.87958885105420359096; 0.70761955684617372508; 0.001013505500947014604; 0.0081216299064589131396; 
berlin52_n255_uncorr_02.txt; 0.87392468418113011808; 0.64397616060150775219; 0.00072573662562391025397; 0.0091973335725529011681; 
berlin52_n255_uncorr_03.txt; 0.87279698542799311056; 0.70635997849679632576; 0.00084681502241236461005; 0.0075619188382804276502; 
berlin52_n510_uncorr_01.txt; 0.81022435743257437135; 0.63380100092436908454; 0.0023758645005281893089; 0.0098853427339535178409; 
berlin52_n510_uncorr_02.txt; 0.84004464179371618471; 0.65354855851840987224; 0.0017942782517738778501; 0.0098869053635874323827; 
berlin52_n510_uncorr_03.txt; 0.85225866041533515638; 0.67005061271305677018; 0.0017865285527623767873; 0.0098363831304605821998; 
berlin52_n51_uncorr_01.txt; 0.89251231526348662193; 0.71446691167014020341; 0.00075585136945690212153; 0.012656597503457425388; 
berlin52_n51_uncorr_02.txt; 0.87102586566821182945; 0.72125087923139008517; 0.0010748051559169831751; 0.0087251858463268626431; 
berlin52_n51_uncorr_03.txt; 0.88734211232707549399; 0.68693095036616480531; 0.00024038826857192372322; 0.0087120851197920196746; 
