Pareto (Travel Time; Profit; IsValid)

7544.3659000000006927 ; 0; 0000000
7544.8658920903726539 ; 119; 0000000
7549.4321573342576812 ; 650; 0000000
7549.9364373936923585 ; 769; 0000000
7555.553183595835435 ; 867; 0000000
7558.0886316071409965 ; 986; 0000000
7562.5622444457840174 ; 1294; 0000000
7565.1036134653404588 ; 1413; 0000000
7582.3677681566359752 ; 1597; 0000000
7584.9259623152320273 ; 1716; 0000000
7590.1589570757978436 ; 2024; 0000000
7592.724096944075427 ; 2143; 0000000
7642.2422936295397449 ; 2181; 0000000
7644.8493288753033994 ; 2300; 0000000
7694.174900098978469 ; 2793; 0000000
7753.5055863428788143 ; 3258; 0000000
7756.180981016833357 ; 3377; 0000000
7779.3053456327997992 ; 3383; 0000000
7868.9066115382220232 ; 3691; 0000000
7871.5174230261973207 ; 3810; 0000000
7906.5854684236983303 ; 4261; 0000000
7909.2506224166045286 ; 4380; 0000000
8005.0806849552482163 ; 4688; 0000000
8007.8319773466910192 ; 4807; 0000000
8050.0231440864708929 ; 4911; 0000000
8052.8114161603998582 ; 5030; 0000000
8157.6438994064919825 ; 5457; 0000000
8340.0889095468610321 ; 5900; 0000000
8343.1851567052253813 ; 6019; 0000000
8441.143303061297047 ; 6068; 0000000
8444.3076220388484217 ; 6187; 0000000
8459.9097807277648826 ; 6327; 0000000
8463.1298821368654899 ; 6446; 0000000
8792.2880906889349717 ; 7057; 0000000
8795.8774845346215443 ; 7176; 0000000
9312.7770030082119774 ; 7719; 0000000
9499.1503172937191266 ; 8027; 0000000
9503.9932167150145688 ; 8146; 0000000
8999.6430685203013127 ; 7244; 0000000
9451.4744748275770689 ; 7855; 0000000
9456.2234379841447662 ; 7974; 0000000
11227.379650742122976 ; 8506; 0000000
11235.882014103895926 ; 8625; 0000000
7611.2641168056798051 ; 2176; 0000000
7648.7711039803634776 ; 2641; 0000000
7649.3490556494125485 ; 2760; 0000000
7727.3832895609411935 ; 2859; 0000000
7741.7198509334739356 ; 2895; 0000000
7742.3347791405221869 ; 3014; 0000000
7783.2019197130975954 ; 3479; 0000000
7783.8346546094744554 ; 3598; 0000000
7826.0341124536398638 ; 3627; 0000000
7869.3152403358617448 ; 3697; 0000000
7956.276222166819025 ; 4454; 0000000
7958.9769815401105006 ; 4573; 0000000
8127.2091499554780967 ; 5321; 0000000
8130.1484587514332816 ; 5440; 0000000
8233.5401287890144886 ; 5570; 0000000
8245.9275568628290785 ; 5748; 0000000
8248.9878150564127282 ; 5867; 0000000
8439.8465168414932123 ; 6051; 0000000
8443.1161528022421408 ; 6170; 0000000
8574.7880763387547631 ; 6478; 0000000
8578.2097706016520533 ; 6597; 0000000
8628.7313899358941853 ; 6737; 0000000
8632.2872610228387202 ; 6856; 0000000
8705.5486833130180457 ; 6864; 0000000
8760.8101104738743743 ; 6867; 0000000
8764.5031987004040275 ; 6986; 0000000
9010.4241967910893436 ; 7289; 0000000
9028.3470361050967767 ; 7467; 0000000
9032.4505913902139582 ; 7586; 0000000
9167.0167629555689928 ; 7594; 0000000
9178.8140173385181697 ; 7597; 0000000
9183.0830247937628883 ; 7716; 0000000
9352.6746515267950599 ; 7734; 0000000
9358.2722551819224464 ; 7853; 0000000
10077.051042777875409 ; 8259; 0000000
10132.212638749229882 ; 8358; 0000000
10138.472707302053095 ; 8477; 0000000
7872.3856205540751034 ; 3914; 0000000
7874.9988364534619905 ; 4033; 0000000
