Travel Time; Profit
7544.3659000000006927; 0
7545.8868223785575537; 650
7546.0484546674479134; 769
7548.9936956347937667; 1471
7585.0304261092551315; 4121
7584.1607262405223082; 4108
7548.8318119022242172; 1352
7974.3295102618139936; 11455
7601.3215646184344223; 5215
7544.5271323791876057; 119
7547.4699705723951411; 821
7569.2213006356823826; 3425
7551.9472428557173771; 1862
7576.2674628984323135; 3915
7601.1467413743730503; 5096
7558.0067871825358452; 2471
7588.082831708793492; 4499
7588.2538767022251704; 4618
7547.59253673654257; 867
7550.513020456648519; 1569
7561.6015486588848944; 2845
7575.2881329491801807; 3664
8837.2867718723882717; 19035
9010.8578892668174376; 19733
9068.9522732492696377; 20012
9108.1361715164675843; 20121
7587.072315200299272; 4186
7625.382807753603629; 6016
7625.5325454248795722; 6132
7644.2311615690250619; 6597
7645.0737197566868417; 6716
7667.3359461642548922; 7199
7671.1660264640504465; 7314
7693.8150484309044259; 7797
7727.0261667720242258; 8439
7778.4418374501510698; 9241
7932.537758401343126; 11068
7552.6381534364081745; 1996
7570.9932338616818015; 3655
8283.9669539148217154; 15608
8383.579918812663891; 16338
8423.6339186517579947; 16607
8463.0568277425754786; 16858
8493.6823374859668547; 17120
8575.4107098971144296; 17594
8616.9268924048992631; 17845
8649.4551161641466024; 18107
8687.8557711399171239; 18320
8799.7446455172030255; 18815
8838.0058702121768874; 19077
8881.1834202402278606; 19290
9051.2253411339006561; 19792
9101.1486109377474349; 20054
9152.4075004984770203; 20267
9314.9033348352713801; 20754
11791.482980455732104; 24138
11926.425142540058005; 24247
12074.743674975599788; 24343
12421.188306720086985; 24484
12697.560792402975494; 24523
7555.3361872947161828; 2117
7564.918758825410805; 2878
7582.8595400439880905; 4044
8319.6569397640305397; 15859
8346.7402633943675028; 16121
8388.5970698187866219; 16390
8420.9675768882316333; 16589
8449.546397833066294; 16851
8539.7915364107066125; 17377
9419.3825106208732905; 21076
7558.1711868742322622; 2590
7969.2700933680634989; 11393
7565.168697146957129; 3117
7576.4370963028677579; 4034
7552.1099869587205831; 1981
7589.388421706963527; 4631
7617.9834323292689078; 5698
7565.3351361323884703; 3236
9312.7135201519868133; 20705
7995.9655807663148153; 12162
8275.7735763250893797; 15349
8245.1899475752379658; 14966
8030.2131255883386984; 12589
8307.2360788478690665; 15694
8530.2907744494277722; 17333
8200.5588035994132952; 14705
8121.4009828579937675; 13930
8176.2000537390595127; 14443
8096.1099117120083974; 13622
8143.6480026377666945; 14192
8041.3924014725962479; 12933
8076.4079898996542397; 13360
7995.0896339791434002; 12043
8022.3674303790476188; 12431
8059.8589021032503297; 13076
8090.8368006721602796; 13464
8178.1284310250784984; 14461
8215.5310521094270371; 14888
8273.8316243106928596; 15191
8380.5206266670920741; 16162
8408.5087267544240603; 16424
8448.5146432755518617; 16732
8643.4114625566671748; 17893
8917.2499411967564811; 19399
7548.4078507507747418; 986
7570.1716647523935535; 3536
12411.214713763440159; 24436
12614.567750557040199; 24505
9289.7457892924594489; 20698
8792.6686896782721305; 18777
8611.7810083533731813; 17807
9010.4440512039273017; 19721
8423.6198384525869187; 16603
7587.1890265226884367; 4474
7593.3663727268485673; 4854
7606.0167633776518414; 5432
7611.1168841057369718; 5673
7631.0088243191239599; 6373
7650.616362783475779; 6957
7672.9615980103835682; 7440
7744.0678026756277177; 8846
7771.0679367576285586; 9203
7797.5363808593128851; 9648
7835.181039955509732; 9873
7849.775477422406766; 10282
7883.1285223118438807; 10637
7919.0495115325029474; 10994
7944.5258692727884409; 11309
7991.3470165193530192; 11832
11998.021817897239089; 24291
12105.426385254293564; 24353
7568.4406020358974274; 3269
7568.6079047767070733; 3388
7558.733494049744877; 2627
7553.4547814118950555; 2115
7605.1850038414431765; 5313
7630.5425531143710032; 6257
7659.0877068905792839; 6971
7701.8407092213310534; 8038
7788.5847845651205716; 9482
7856.2633582896451117; 10320
7991.2972885821573072; 11702
7709.6196169022587128; 8085
11956.05186264321128; 24257
7761.0477159932615905; 8860
7551.329090924034972; 1688
7843.7769511980386596; 10246
7682.8381324702540951; 7599
7976.2750467450687211; 11616
7908.8515391362843729; 10731
11818.139530160955474; 24148
7934.7909777614431732; 11235
7649.771645025343787; 6838
7825.7174227377408897; 9835
7624.5459362869551114; 5897
7909.8881562263723026; 10986
9005.1054069795900432; 19706
9066.3265489627174247; 19922
9115.1347642200289556; 20194
9185.4416666301858641; 20463
9237.0277925261761993; 20676
9321.0022638811933575; 20884
9364.826831980733914; 20993
9419.5102211217435979; 21206
9460.4115895522936626; 21376
9508.9557295704107673; 21485
9585.5290048669940006; 21653
9656.8909228062530019; 21812
9720.7108422822930152; 21970
9789.3779407265265036; 22183
9854.0136124851633213; 22353
9918.1161224271600076; 22462
10018.563063641549888; 22514
10092.058589715583366; 22684
10162.393909549329692; 22793
10200.588738399870635; 22877
10275.653519340341518; 22940
10351.432027647577343; 23100
10430.730500679759643; 23209
10542.84389139447012; 23271
10630.748569175882949; 23431
10719.707479556229373; 23540
10788.331938111716227; 23634
10883.888842617358023; 23686
10903.919641348589721; 23794
11014.772693470635204; 23903
11118.304384916469644; 23965
11414.238960385457176; 24050
12143.109124779653939; 24417
8245.6295079383216944; 15181
9025.6523710280653177; 19777
8040.5003238331310058; 12814
8095.2006539493140735; 13503
8944.7460393386554642; 19569
8157.7536387284299053; 14357
9236.395446303387871; 20546
8899.51324514526641; 19356
8060.7580397935971632; 13195
8651.167355902665804; 18117
8701.5628244755862397; 18386
8572.4276293882539903; 17576
8741.5510639894673659; 18599
8495.2166891724154993; 17130
8221.489452432428152; 14919
11851.016964532755082; 24195
8180.4162589701163597; 14619
9181.9808150488552201; 20333
8531.9071607342866628; 17343
11709.612648470645581; 24086
8012.3453181006916566; 12305
7972.3257142459560782; 11424
8840.2858749462320702; 19087
8018.1210551397361996; 12328
