Travel Time; Profit
2635.0947362437773336; 72226
2648.145513085726634; 90215
3037.9053984351621693; 331239
2811.4122090764417408; 218473
2884.4298566181755632; 268168
2695.4788381850930818; 130903
3006.4691114748866312; 321053
2709.075904498502041; 147517
3414.4455367850714538; 441057
2830.5614378083478186; 235158
2677.3504225461865644; 121526
3116.278754362439031; 363870
3107.2899359909629311; 350432
3265.1661046023959898; 405479
2719.121856445307003; 156883
2761.9080376040260489; 189539
2900.4032570158092312; 275163
2928.9479280048094552; 285349
2755.2710292071965341; 181813
2967.787997825088496; 298300
2787.946863542538722; 201104
3144.548327359416362; 371773
3194.0634351952144243; 385171
2588.6927171731608723; 1116
3168.2154842303921214; 378606
3324.824893575594615; 421244
2662.4048000524026065; 107519
3369.0223649298372948; 429912
2949.309228973574136; 291382
3380.2947074093294759; 432369
3217.8607663811567363; 393018
3766.9758371206635275; 517825
3693.6573888418884053; 505573
6041.3520079174713828; 675294
3339.087640078827917; 426986
3806.8250940586081015; 530304
2769.9203045327658401; 197376
5295.313711012137901; 656760
3570.1841018321538286; 482395
4603.1236213639258494; 615674
4103.9915005495558944; 570496
5219.4391922241266002; 654126
3854.0128567352853679; 539412
2826.4186752246723699; 227838
3147.4071373110537024; 375143
5135.5340622373505539; 651776
4181.2760997984560163; 577508
4256.0540203879490946; 586932
4676.3059014899527028; 623919
5391.4988781414776895; 659465
5555.9854596333298105; 665702
3598.2380617073090434; 496030
2759.9294061167720429; 184371
3903.0425623186902158; 546346
3959.1393460384929313; 551285
5750.9711539819945756; 670301
3490.8981391607435398; 467156
2698.0542011438005829; 134647
3527.0457055759979994; 472901
5966.7315769172646469; 673987
3459.7892106380463701; 455052
2842.8154316081886464; 242014
3392.7609694992038385; 440888
5890.9479072244548661; 672792
2890.9215177090045472; 270049
3313.136618250846368; 417978
4821.4080202148197714; 634726
4455.7241661313437362; 606644
5822.2344150161561629; 671496
2689.8471400869079844; 121924
3199.7136371586834684; 388048
3631.9896994068162712; 502335
4731.6153418174644685; 625168
4787.6117732881202755; 630447
2974.2589321631639905; 298607
3267.8464977470762278; 411884
3225.9199416772444238; 399156
2920.3212203219577532; 278958
2799.2867003233004652; 213839
4329.6846646178255469; 595121
2712.2033090930749495; 147615
4003.4225175943256545; 558906
4538.7154431946346449; 612780
5492.1105671064915441; 664117
3094.1715018298041286; 348896
5647.6597275994590746; 667582
2858.3469040785712423; 251121
4215.0450255799823935; 583157
3051.5044557140622601; 335077
5441.5332143893674584; 662808
3177.6009991918585911; 381195
4966.6422405051998794; 644164
3061.915659560129825; 345786
4053.911598893403152; 564793
5666.9899727894771786; 668734
4514.1760208633950242; 608017
2741.2632682148455388; 166237
3418.7229044954756318; 451003
5074.2759396074807228; 647294
2989.4684302882687916; 311935
3030.48013652911186; 328772
2942.0426794739960314; 285828
5047.4778395832336173; 646831
4893.3861599223446319; 639337
4896.1337400194270231; 639412
4399.0861003029840504; 600847
4988.5981404158019359; 644400
4341.4467983548256598; 595837
2594.9093019490919687; 14900
3364.3030071721696004; 427530
2985.6020558414470543; 303479
2599.5579045389554267; 20984
3262.2819104630048059; 403482
3488.1212304027785649; 456212
2628.1696141070178783; 62825
2615.3753119815678474; 49553
2645.922383872104092; 78682
6304.3908474578556707; 678692
6322.6043016884141252; 680079
2694.3065938781260229; 127996
6223.3242475326933345; 677145
3092.606237858914028; 346143
2598.4720374099642868; 18921
2593.2524067779672805; 14211
2619.258548244188205; 50497
2595.786494327064247; 16050
2646.6788551581034881; 81667
2634.886180043434706; 67421
2739.6606528973807144; 159843
2600.7302193783298208; 23449
2701.6765474728103982; 134697
2694.1449545120472067; 124805
2607.6228612513878033; 39352
2704.5528374681111927; 135212
2803.9484002282383699; 218405
6160.5824760296700333; 676215
2881.2873281275983572; 251541
6224.7803100251048818; 677836
2743.2500026788293326; 174458
2615.0705753962556628; 44533
2662.0835226972844794; 103321
2623.7218787724041249; 59931
2736.5063817839386502; 158392
2788.2739045851003539; 205357
2762.6047795656372728; 189746
2961.3955155763351286; 292757
2658.6128624294519796; 99800
2776.7830427864651028; 199544
2754.3910344533251191; 180271
2604.3911021892622557; 30519
2825.9740197191563311; 220320
2602.3965721682770891; 27653
2749.0546486474322592; 177846
2654.1037448390375175; 92901
2645.4553273756259841; 77995
2706.8017684233727778; 139078
2634.0282329073233996; 64187
2642.2143268219037964; 76072
2623.6723844017365082; 53926
2735.8754872098256783; 157697
2587.8082200000003468; 0
3720.3904631137347678; 506101
4667.6898816854554752; 619010
3993.5893791080270603; 552387
4313.4544074021332563; 589864
2600.3442131689957932; 21254
3569.9726080203145102; 474773
2587.9317926305734545; 529
2590.2285354867872229; 5924
2587.9326395940406655; 633
