Travel Time; Profit
7544.3659000000006927; 0
12455.93123077279779; 56729
7643.823096486020404; 14553
7594.4275944602622985; 10822
7613.4210810216873142; 12437
7907.1849466487274185; 25996
8371.0298065361293993; 35339
12218.114181977254702; 56362
8004.8380770017365649; 28451
8723.1712442983116489; 39614
8971.5855397280338366; 42022
8264.123411857886822; 33690
8854.1885913412843365; 40766
8780.2810179351181432; 40049
8033.7949647216819358; 29239
8902.4186872848385974; 41294
8133.8694872769319772; 31659
9026.2425184885705676; 42550
12004.538794091340606; 56024
8103.5521698720267523; 30871
8184.3935239667698625; 32319
7962.2401593608637995; 27546
7938.7634643237815908; 26964
7544.5731424216601226; 275
7567.9543128404311574; 7564
8874.3412071228904097; 41077
7674.7559902814446104; 16171
8034.8007050932701532; 29405
7945.4425752906199705; 27272
8689.0525674205910036; 39141
8186.6482321134944868; 32776
8427.0229556211506861; 36310
8151.8490098053189286; 31808
8292.2699793238316488; 34503
8068.0382172106719736; 30373
7813.1673292391760697; 22571
8105.1066630484529014; 31095
8799.5997959571777756; 40193
7870.1674981625546934; 24694
8745.7220721784597117; 39918
7721.5248710781515911; 19093
8515.7701071949904872; 37319
7913.6778307342428889; 26148
7969.0759252046827896; 27811
8422.9548885966032685; 36079
8483.2799855859357194; 36984
8545.8573735784357268; 37710
8677.8247341308779141; 39130
8310.0976825385841948; 34565
7574.6335928513290128; 8466
13805.33032577818085; 57604
12820.699412532241695; 57176
7800.0062250882738226; 22280
7885.2306242697250127; 25318
12658.398423052292856; 56926
8007.3975428130397631; 28688
7581.2172317114818725; 9912
10453.605006781399425; 52038
8279.0360472587835829; 33938
11722.777825091301565; 55471
8166.3233509914180104; 32216
7688.8655885107827999; 17843
8373.086564201164947; 35419
8042.2875711190818038; 29725
7597.7979477639310062; 11205
8592.7245413359087252; 38065
10936.228838734217788; 53559
8121.354845983110863; 31312
11495.197356637536359; 55009
7730.7900083869790251; 19565
10570.126351533121124; 52381
8330.9774771805714408; 34689
10356.04504742084282; 51568
8082.2690405678140451; 30582
11128.235489399279686; 54104
7632.5906929423672409; 14134
7618.5112713492753755; 13123
7545.1544739842729541; 953
11036.279872411072574; 53809
7564.2631135833180451; 7045
11851.694138129962084; 55721
7606.4104838648245277; 12166
10741.192122696496881; 52924
7716.4370607399023356; 18818
8526.1157866676003323; 37386
7644.9023268164391993; 15091
10127.252680219928152; 50554
10648.297410628869329; 52674
10201.112821446988164; 51025
9719.7201206580230064; 48650
9650.6607129909189098; 48065
9478.3874364815292211; 46802
9591.1248359423134389; 47772
9870.1999691108430852; 49286
9781.477372900057162; 48943
7575.6182664909638333; 8682
10271.98383946253125; 51318
8835.5730588985461509; 40442
7659.9925590626871781; 15928
12351.102599031957652; 56612
10048.43723376464186; 50304
12065.191219746140632; 56150
9981.9114057595179474; 50011
9934.7908904925370734; 49579
11395.400666500832813; 54716
12290.186735243769363; 56426
12530.697746363777696; 56855
8538.090054608966966; 37486
7650.3631054563838916; 15120
8147.8827963804014871; 31784
8101.3279144460229872; 30825
8251.2229153155312815; 33511
8360.1252642431991262; 35187
7568.1496593799092807; 7803
7787.4970943271891883; 21805
8820.8536970462446334; 40366
8672.5853177199915081; 39091
7562.8261396086618333; 6610
7920.225263364640341; 26198
8414.803499379007917; 36078
7745.3060708029497619; 20033
8067.7643219150759251; 29857
8946.7708779999666149; 41637
8476.6469082880266797; 36849
7603.6403306247166256; 11745
7624.7044011068865075; 13855
7702.3705509606770647; 18102
7978.7862427946793105; 27858
7898.103008806770049; 25341
13470.23939705677185; 57545
13417.623965015216527; 57530
13057.931903936474555; 57466
11666.982637438008169; 55386
11860.475921789258791; 55747
12646.698189553324482; 56895
11108.484829633691334; 53956
12879.13774736430787; 57216
10827.928045080840093; 53051
12772.328586875324618; 57105
11211.457013625393301; 54208
11963.324899169354467; 55962
11561.646193941136517; 55093
13014.971787104148461; 57431
11307.305919135933436; 54501
8160.4013770505725915; 31866
9135.056813873390638; 43660
9318.2829026655563212; 45366
9073.9745572911124327; 42908
8873.2656439833353943; 40922
8591.9810720438381395; 37826
7611.7482641785145461; 12207
7544.8342959892524959; 948
8040.7320538894555284; 29663
8782.3594551985315775; 40140
8390.8274286254600156; 35602
8610.9259312092963228; 38458
8935.5581911741592194; 41558
7676.4615106585079047; 16634
7913.3950764208648252; 26126
7830.048504334809877; 23464
8448.1020567203013343; 36445
8007.8701523319432454; 28695
7945.0657724638285799; 27094
7860.6698804426332572; 24432
7882.718427288096791; 25181
8493.1996019877951767; 37167
8218.4279488913252862; 33088
7809.2799865656643306; 22475
7544.4142091113026254; 119
8858.5979625306463277; 40857
7561.0923955237658447; 6340
12468.028185535618832; 56820
12006.353852008207468; 56115
7713.9322252746824233; 18135
11871.854254886395211; 55865
9284.8426985755086207; 45350
11563.741820579407431; 55224
11017.14869780013214; 53794
11138.793663666680004; 54136
9955.3949744865039975; 49656
11446.379132689009566; 54974
9158.306225253150842; 44108
11340.755469689700476; 54679
9083.8884176390929497; 43349
9209.0934515720346099; 44650
9859.1465536461746524; 49145
10544.779592523238534; 52240
9356.0292874772530922; 45960
11230.810573478878723; 54429
10831.660244431712272; 53251
10735.941506133249277; 52865
10916.284082889564161; 53544
12314.649606072365714; 56570
9035.9891346276253898; 42807
7784.8432970004469098; 21237
10034.210887922019538; 50098
10382.853471840240672; 51697
11760.210522057002891; 55572
10175.447823866261388; 50792
10101.18817728672002; 50391
9413.9686294398834434; 46502
9585.7755996059058816; 47489
12188.202923755434313; 56277
9528.1479420821760868; 47196
9469.8115184025737108; 46795
10245.07957643273221; 51085
9709.3034190087037132; 48329
8247.2685404980293242; 33292
8574.0875277955419733; 37806
14146.815539785944566; 57648
7618.2076165249436599; 12475
7546.6403052905952791; 2623
7544.4993109174602068; 156
7545.3040570959728939; 1864
7547.0181111903702913; 2898
8970.4093360526185279; 41776
8921.521989518596456; 41483
14906.837741636174542; 57655
7563.7897304373309453; 6746
7564.8230512596192057; 7256
7570.03799024037653; 8293
7577.1184006731264162; 9336
7684.9859551393137735; 17246
7698.9650892396894051; 17993
7735.6045639379817658; 19998
7755.5711539646636083; 21011
7793.1877611877280287; 22126
7813.3036977557021601; 23199
7843.2544523824117277; 24174
7874.0186484433670557; 25142
7911.7165663311880053; 26047
7926.2960594134547136; 26474
7998.1968315936619547; 28361
8027.2310020491950127; 29215
8358.9557154749800247; 34989
7715.599567686197588; 18146
7590.1194783706287126; 10560
8453.6022596811126277; 36516
8384.166785365805481; 35589
8230.6381315104245004; 33127
8132.0476311574357169; 31448
8094.9447864887360993; 30726
8272.4519044819135161; 33927
8342.1172391821146448; 34867
15884.597257650202664; 57685
8021.8611385369576965; 28707
7715.8140015303533801; 18520
7837.3953025000255366; 23796
8815.7655746835989703; 40347
8646.4319550402451569; 38857
8696.0868787136641913; 39370
8560.0083992713243788; 37739
7777.0730668255691853; 21190
7545.1705837753124797; 1708
8347.5123070491499675; 34877
8839.384483074374657; 40512
9019.2146433506459289; 42143
8633.6430151632539491; 38567
8716.4710847087717411; 39429
7672.8124563599212706; 16042
7546.7261335865523506; 2805
7547.8330542734065602; 3732
7548.7917946630959705; 4599
7552.0090104478740614; 6111
7568.0885298099965439; 7665
7587.7482406385188369; 10209
