Travel Time; Profit
7544.3659000000006927; 0
13424.929119915062984; 83882
8566.5238625191705069; 57825
11263.09525178097465; 80461
11461.812580406756751; 80688
10464.404481322830179; 77322
12829.000088683826107; 83105
8787.7947917213314213; 62040
7781.5769107599253402; 31354
12252.75011326983622; 82353
7867.1873360464032885; 36698
8046.0907271435471557; 44260
11860.185741173505448; 81888
11697.095981543930975; 81405
10909.38886748218647; 79261
7712.7309962938652461; 27591
8010.8221292649723182; 42885
8628.1719975670202984; 59010
10221.286228752211173; 75875
8347.9554449857459986; 52977
7973.7339684432317881; 41662
11115.845490316940413; 79978
11591.361424443864962; 81160
7688.5559549703120865; 25141
12123.846569604262186; 82052
9558.3337202349830477; 71128
9473.4960119960251177; 70328
8165.6364458054422357; 47995
11979.89900999641759; 82046
9067.9420033622227493; 65817
11025.952184045634567; 79733
13121.842380187163144; 83372
8972.8522163664365507; 64481
7694.3904482001053111; 26140
9629.5001813928320189; 71839
10368.274407770139078; 76825
8425.9554801582507935; 54963
8983.1649298792490299; 64902
10707.756069800459954; 78490
7544.4149610994281829; 119
7550.1451248144194324; 3173
7612.0924316304444801; 15971
7544.7379167353637968; 1321
7546.8957644402398728; 2580
7909.5423956798076688; 39680
7987.2083908637923741; 42384
7597.5570388601045124; 13848
7642.8904419140972095; 21196
7661.7063246316147342; 23388
7696.5448729010804527; 26491
7887.9879660114038415; 38115
7782.8083998978363525; 32545
7754.1459072872194156; 31022
7674.3646383495151895; 24800
8194.7714504487157683; 49055
7858.3447260037455635; 36633
8149.7881351439109494; 47888
7802.8885032773250714; 34069
7734.7139522590978231; 29498
8231.4824262702368287; 50433
7606.9026528357517236; 15616
8491.7013923264676123; 56322
8337.2391033490366681; 52880
8019.7222571807578788; 43762
7639.3651408233972688; 19447
8114.6787067367004056; 46510
8369.4174552059848793; 53759
8056.3715780774982704; 44663
7566.2730686027089178; 8369
8422.2208531960404798; 54870
8037.1206409203678049; 44001
8446.3933990363748308; 55922
8528.2862247166904126; 57637
8853.1442441226481606; 62984
7570.7210675291407824; 9794
8767.5035841072676703; 61871
7658.2870129621442175; 21985
8140.3370255980826187; 47443
9029.6185690127003909; 65200
7872.3181896067035268; 36923
8641.0186021571553283; 59813
7690.4188441890837566; 25158
7786.1282286942960127; 32694
7764.4530580607015509; 31319
7704.4115460280791012; 26999
8695.9819326638462371; 60926
8580.5765809472068213; 58698
7744.223250236759668; 29640
7574.9091848391535677; 11652
7640.0481616089136878; 20306
7831.7789090650958315; 35310
7586.3254508275385888; 13064
7894.2071427644250434; 38162
7730.8593031724994944; 28228
7552.9086706952484747; 5657
8294.1264444522930717; 52130
7602.5901639742223779; 14916
8257.4381234711854631; 50802
7949.76585485265241; 40661
7548.5836698287284889; 3121
8086.1408380404500349; 45978
7550.3760379003151684; 4333
8352.6501575031797984; 53097
8073.6079518065698721; 45627
7559.0422805771058847; 7213
8173.559341522422983; 48684
7598.7753970147705331; 14614
8332.0174937288302317; 52865
7562.6634520926663754; 7833
7568.2119620864732497; 9145
7581.408299928649285; 11968
7594.437731832845202; 13792
7620.350088079753732; 17778
7633.4914430815124433; 19266
7734.6027483085135827; 28672
7782.326789498688413; 31900
7821.2564552337962596; 35282
7850.074551986725055; 36569
7899.0328259807347422; 38797
7934.584703340775377; 40095
7967.2546219173927966; 41070
7991.1364623229219433; 42444
8112.0628048919243156; 46077
7886.6925380816037432; 38033
8326.0809638789378369; 52855
7599.3131836117363491; 14857
7613.7392221018990313; 17542
8126.0838711415199214; 47094
8460.3034329731872276; 56060
8578.2822530353059847; 58335
8523.7231053872546909; 57404
7572.6209973924551377; 10006
9133.6560948903115786; 66545
8639.7370605301766773; 59705
8386.8845715010720596; 54542
7558.8890980440064595; 6291
8746.6856399006683205; 61365
9364.1918289624500176; 69092
7940.1000853094037666; 40613
9292.2696988988536759; 68303
8017.1529084784606312; 43519
8064.1072562133731481; 44935
7640.0044032939395038; 19479
7626.42069311294199; 19029
9461.7032370351171267; 70030
8017.2272665969330774; 43638
7552.2919566872169526; 4765
7626.2629400942305438; 18006
7655.5073140379108736; 21248
14474.239242064591963; 85051
14181.883098110623905; 84714
14387.556307181201191; 85013
14048.841936188848194; 84524
13604.683707528907689; 84313
12842.281219045857142; 83344
