Travel Time; Profit
2619.635338029444938; 45136
2711.6437361595199036; 103754
2655.6483370537084738; 72004
2629.5455939090429638; 56792
2920.0745756496767171; 181668
2607.6445505108799807; 28420
2616.3170118434259166; 37422
2641.5314794434020769; 62768
2800.0933840554830567; 143379
2593.5526420531023177; 9040
2972.4371276847082299; 194744
2770.5844511788886848; 129625
2829.8849050963026457; 152773
2601.21575001490055; 20655
2599.6895542282759379; 16117
3226.5468688788946565; 249964
3298.964300577360973; 259913
2673.5244196302251112; 81972
3135.2264353368477714; 228531
3056.416570614473585; 215429
3027.086251875171456; 205686
2855.4642733548657816; 163747
2684.1297708320512356; 88278
3185.3423222323203845; 241545
3158.7549368067029718; 238084
3774.5990738072591739; 316601
3746.8978862035960447; 310753
2949.9515074500550327; 187132
3553.9303071480157996; 296142
3834.0550283108505027; 320058
3471.4305088914566113; 285169
3519.6696783263696489; 289041
2958.50910480736502; 192070
2625.0436868953288467; 49234
3757.9679123835499013; 316393
3907.790229946967429; 328451
5390.9741957132537209; 397131
4436.1348591676369324; 362754
3213.5744343384067179; 246158
5681.8457616109417359; 401941
3841.1562778100833384; 324434
6180.6206152122185813; 406850
3349.1444375241899252; 271285
4323.3092106729309307; 356104
3172.8577164638845716; 239940
4830.9242719893381945; 380196
5110.6953308821848623; 390473
5774.1313889409175317; 403203
3002.8680878955533444; 203814
4594.4263542037497245; 371083
4020.2581878418768611; 337274
2977.037922286144294; 196006
4377.7531692465227025; 358775
5194.1610873265981354; 391908
5467.4727100852287549; 398393
4661.6840152127042529; 374258
3494.7616364932728175; 289028
6453.8757718493943685; 408955
3145.2544327148380034; 234603
3027.328012711192514; 209121
5296.2997397294311668; 395399
6367.5393496482201954; 408680
4896.3305937732875464; 382303
5541.3798251638991132; 399726
3694.7253891411742188; 310309
3450.8726524562162012; 284159
5842.6679139108873642; 404012
3808.1420055454955218; 319837
5614.4878348847105372; 400459
4496.3402838353968036; 365929
3382.4448678615326571; 275752
3128.6941463363377807; 227234
4255.1765495869094593; 352614
3633.2328926574928118; 304118
4760.1817583816755359; 377700
3528.8927516025223667; 293646
3227.1114962983970145; 253523
3428.4046077764855909; 279160
4961.0325133397336685; 384024
3268.0089181725697927; 256002
4547.0189240349036481; 367650
3093.172705546956422; 224292
5920.3048488366866877; 404976
5059.2778329090760963; 387229
5979.8447452580585377; 405054
4070.0896548136465753; 341260
5262.0353617562350337; 393170
3568.3147428694151131; 296962
3601.5610255584601873; 300070
4230.3302967991885453; 349945
4717.5658429475170124; 376206
5017.8317006251827479; 385286
6261.4000113874481031; 407195
3078.8366258421683597; 217298
4171.9108181876017625; 347568
3674.2626417352116732; 308178
4097.2301941726636869; 343845
6294.024669383777109; 408112
6059.1028103826511142; 405523
3315.6644735661684535; 263899
3298.9707802966831878; 261339
4141.6841093222819836; 346341
3958.5815235303662121; 332980
2601.195454904314829; 19766
2617.9106289277106043; 40569
2629.3997840526735672; 52537
2660.2420784620735503; 75334
2676.4391174756024157; 83948
2677.7766870168406967; 86055
2687.0727407679664793; 97443
2712.4054680467038452; 108247
2733.8710695566905997; 117417
2794.2126113064955462; 142387
2845.1583079579154401; 158072
2587.8082200000003468; 0
4068.5708756034541693; 338237
4886.327246024613487; 380716
4576.18608601230153; 368158
4298.566313889952653; 353119
4428.7118950893400324; 359646
4493.4130281971210934; 362941
4014.6051871069184926; 334681
4375.5642171184636027; 358064
5059.2144993083520603; 386324
2590.3022064776537263; 6775
2848.8170016956378277; 160684
2616.1940971130802609; 36577
3001.9819184526409117; 201526
2604.8505126335539899; 26564
2659.2988377256142485; 72077
2681.9295547138940492; 86570
2793.6501034592683936; 137179
2859.5739687290842994; 166430
2836.4436990691442588; 154395
2776.1030729390781744; 137147
2901.1546864989459209; 177628
3745.3885507326585866; 310610
2930.9812634446871016; 186574
2979.3305510363657049; 198090
2701.1046039237990044; 101841
2714.7032813582809467; 111485
2671.9320282104563375; 80884
2730.7555478177282566; 117338
3310.7950496684384234; 262380
2950.0357780811318662; 192049
2805.2003201036668543; 144621
3082.6111421850114311; 220008
6591.8813478888177997; 409437
2869.3415948408687655; 172873
3050.4603162527487257; 214886
3295.7247463547182633; 256852
3103.3103805423111226; 225170
2639.1907791466992421; 59758
2745.3903020943484989; 129307
3027.6868557859261273; 210233
2646.5932745886098019; 66177
2737.1954449036716142; 126802
2810.3853759720395828; 149663
3210.0517704272797346; 244733
2662.7896715749502619; 79787
3950.7140700564141298; 328886
2843.0485360390393907; 155894
2680.9266146866084455; 86544
2612.0719021937552498; 34160
2651.6615846330023487; 70267
2595.3306598573481097; 14949
4060.6131273207192862; 337693
2626.7079120847115519; 50334
2624.9655029481027668; 45648
2602.7429049168617894; 23670
2587.946321091198115; 360
2589.4461575000473204; 1828
2602.6705446737128113; 21194
6541.9940265100285615; 409255
6600.0929821806130349; 410137
2588.0750209763582461; 1571
2593.6861423831642242; 13706
4320.2653991631032113; 353825
6069.2390942589245242; 406393
6512.1236818129618769; 409240
6496.7653484910215411; 409164
2608.1052231378625947; 29300
6545.8878319265022583; 409333
2587.9932880514847966; 792
