Travel Time; Profit
2588.9185823968050499; 2457
2588.0831323313909706; 791
2605.7428961828372849; 8757
2627.0111349264429919; 12007
5442.6872906864973629; 63036
5233.426029973005825; 62720
5353.1250798770215624; 62896
5051.3112246139726267; 62258
4982.6320406006107078; 61982
4844.4264801946601438; 61506
4663.9611496289007846; 60958
2622.8359121259190943; 11540
2846.8039163979569821; 32456
2726.1934671895896827; 24215
2686.6676439139178001; 20723
2677.2410260026153992; 19726
5839.2170393939277346; 63755
5694.5812774595879091; 63634
5150.7602715571074441; 62450
5598.1710334863364551; 63424
5556.4921414121881753; 63364
5451.4010554414799117; 63142
5486.600279367325129; 63202
5380.8911706227845571; 62942
5685.6742648986237327; 63433
5350.0445805602839755; 62782
5527.8393995538945092; 63359
2630.5181944339055917; 13119
2623.9292941710396008; 11717
2613.8094654900373826; 10504
2661.5958677025114412; 17675
2588.6014991471347457; 2280
2589.8945270983981572; 3774
2587.9365406647275449; 156
2593.6198109472870783; 5256
2595.9171668549361129; 6755
2596.8856635650454336; 7584
2588.348517876821461; 1493
2602.5264175446268382; 8711
2606.7949123830330791; 10196
2615.7427095580342211; 11217
2643.108631222506574; 15820
2669.4984335975868817; 18952
2673.3261089087559412; 19174
2697.3899516380074601; 22274
2701.5599155585655353; 22496
2717.2636271082633357; 23758
2728.0038343366545632; 24874
2731.8514051570623451; 25604
2804.4934701808297177; 29906
2815.7708710795454863; 31322
2587.9306376556560281; 119
2592.1254653391065403; 4785
2588.167733713852158; 977
2589.6821905747287929; 3139
2592.6499536349006121; 5232
2588.4904774446949887; 1645
5201.5914900232537548; 62453
5007.5733850664964848; 62106
5121.7298593115201584; 62272
2746.0038325072828229; 26787
5375.9258892575780919; 62908
4873.5164414480950654; 61714
4552.1297703170321256; 60747
4097.1733177057831199; 58657
4457.672324415663752; 60355
4750.1220860900184562; 61453
3299.0329307400334073; 49221
2662.5550087652040929; 18325
3186.981472140288588; 46601
2684.8946113522565611; 20514
2634.9492527392594639; 15088
2613.2386319052025101; 10422
2848.0210416457316569; 33255
2764.206697115821953; 28360
4932.6324223981873729; 61718
4010.1757978533510141; 58226
3115.5965746079568817; 44726
2709.4809478395504811; 23608
2673.5845921924515096; 19498
3088.7520910889656989; 43708
3480.3593825909761108; 52872
2631.6753865061950819; 13656
4607.8859076482285673; 60909
3334.9316719060311698; 50003
4670.2234115729588666; 61202
3640.1617820929131994; 54598
2621.4512364640713713; 11538
3044.7409834301920455; 42249
4153.4337225145100092; 58834
2652.4582616446878092; 17043
3780.9284344117736509; 56323
2896.3448067725244073; 35980
2880.6740390540235239; 35013
3596.0793504864900569; 54085
3216.6958929642996736; 47383
3364.2987151992010695; 50582
2868.9200069245284794; 34062
2920.3079100321519945; 36722
3018.0253690550384817; 41392
2627.1764251497029363; 12669
3449.8032099065608236; 52140
4317.6100300374710059; 59844
2643.5349873671575551; 16204
2933.4441804894149755; 37632
3068.3918605436260805; 42976
3265.8976008855970576; 48364
3980.2183494902646999; 58004
2986.0465497358823086; 39883
3923.9238409802401293; 57545
3523.5981162259840858; 53411
3734.6602930814824504; 55787
2951.6984969936102061; 38414
3828.8564652648969968; 56557
4201.7802480464024484; 59290
2969.2092998713465022; 39109
3010.0249113082145414; 40557
3673.3037429216383316; 55233
2723.730466194841938; 24021
3411.1314250421992256; 51005
2831.4758192590547878; 31977
3147.7028019313038385; 45775
3864.358698168346109; 56959
3560.2746644942722014; 53607
4367.5055212058232428; 60058
4404.4000808657428934; 60221
3238.5949358088828376; 48049
2780.8478969288576081; 28914
3415.602472569400561; 51724
4264.3903184098180645; 59585
4730.9517349264879158; 61259
3896.2493739695278236; 57333
3719.1905223887124521; 55284
3137.0120133866512333; 45458
2589.1646697524261072; 2695
2589.0983334192833354; 2539
2594.6869435113940199; 5995
2600.5200853281817217; 7670
2587.9299300000002404; 0
2606.3578957865001939; 9812
2594.2355385713008218; 5876
2600.5459542599915039; 8137
2589.3808244355250281; 3051
2590.6916559586629774; 4545
2621.2122252843196293; 11245
2594.1501347536222966; 5720
2746.4279720855815867; 27154
2817.5840107200888269; 31598
2680.5200851540657823; 20215
2771.2482265430703592; 28630
2651.0172312116396824; 16616
2873.7332211628795449; 34573
2782.3631236787523449; 29729
2887.0816512586170575; 35672
2804.936135472315982; 30781
2740.5285839417465468; 25817
2920.1849876790429335; 36473
2689.5587704034060152; 21655
2693.4724414309239364; 21996
2985.3057766375136453; 39150
