Instance; HV(NSGA-II); HV(SPEA2); IGD(NSGA-II); IGD(SPEA2); 
a280_n1395_uncorr_01.txt; 0.82547865335577486068; 0.70850892884817739947; 0.0011517260355850009266; 0.0070356362562544036074; 
a280_n1395_uncorr_02.txt; 0.8464948263827700714; 0.73799266892926240757; 0.0002993002761641402323; 0.0050974508034763253012; 
a280_n1395_uncorr_03.txt; 0.82784602516922234372; 0.72563851336426088423; 0.00071237108919886351927; 0.0050161683993580228821; 
a280_n2790_uncorr_01.txt; 0.84062861284703671583; 0.68304957626620466105; 0.00046463800261617747627; 0.010109860429024689066; 
a280_n2790_uncorr_02.txt; 0.8108822377116997604; 0.6954807102004628705; 0.0011793133375079761869; 0.0061859313407747144181; 
a280_n2790_uncorr_03.txt; 0.80285960987692495117; 0.71020579233367953087; 0.0015320511146637507023; 0.0056453209743092041747; 
a280_n279_uncorr_01.txt; 0.85759860406904619978; 0.74215511860559268964; 0.00027901970049989510258; 0.0057854619692874953082; 
a280_n279_uncorr_02.txt; 0.88449388079077995162; 0.77298664910764880442; 0.00026401335247189011615; 0.006354068035198587143; 
a280_n279_uncorr_03.txt; 0.88469368785956503665; 0.75362943890402978031; 0.00021060923191636157846; 0.0053733148834117340845; 
a280_n837_uncorr_01.txt; 0.83241984208297203907; 0.72768661546589108458; 0.00082209659659710420873; 0.0061772774948642130907; 
a280_n837_uncorr_02.txt; 0.84346494968973695361; 0.71290485124317182208; 0.00030587716842925098681; 0.0058951451016207301326; 
a280_n837_uncorr_03.txt; 0.84204922479764754417; 0.72248473053965023283; 0.00017127308284781820355; 0.0049904941685741570703; 
berlin52_n153_uncorr_01.txt; 0.89397776824274832741; 0.75935193137265843966; 0.0001177755017135783056; 0.0054865963377941614001; 
berlin52_n153_uncorr_02.txt; 0.87053851926003955608; 0.67534516690505608238; 0.00032397912924700172834; 0.0079283209292598782331; 
berlin52_n153_uncorr_03.txt; 0.91150274262564789929; 0.72601251784451015236; 0.00014770726883349489448; 0.0069095480561627998367; 
berlin52_n255_uncorr_01.txt; 0.88269207596167276186; 0.76692649905940579735; 0.0010298464053049142565; 0.0057524085791647357885; 
berlin52_n255_uncorr_02.txt; 0.87925031621418414662; 0.74697047053758902635; 0.00045262870078727548973; 0.0059248381933799075527; 
berlin52_n255_uncorr_03.txt; 0.88739638928689890118; 0.74547818892008343994; 0.00027136365845301720513; 0.0060898083344028712191; 
berlin52_n510_uncorr_01.txt; 0.85373104154364187757; 0.71531086719740921698; 0.00024887823669579996156; 0.0060374142810096509404; 
berlin52_n510_uncorr_02.txt; 0.86150098679708242422; 0.73040755757861797193; 0.0005590949805432947773; 0.0067707253430353518675; 
berlin52_n510_uncorr_03.txt; 0.86030299859061953871; 0.72933385010495577205; 0.0012257792517139304896; 0.007928230260760912515; 
berlin52_n51_uncorr_01.txt; 0.89563341123662787435; 0.72703299107862706663; 0.00019897086479401537048; 0.012532364375215317848; 
berlin52_n51_uncorr_02.txt; 0.88381381889859211842; 0.77593140656958337065; 0.00026037017308692971982; 0.0074532105580602490968; 
berlin52_n51_uncorr_03.txt; 0.88828959120691430851; 0.7244088264322692261; 0.00020151024648651990213; 0.0075447340381911785073; 
