Pareto (Travel Time; Profit; IsValid)

2587.9299300000006951 ; 0; 0000000
2880.3445541894893722 ; 109311; 0000000
2781.0679506433198185 ; 81826; 0000000
2801.0066079326938961 ; 89248; 0000000
3519.8775854589766823 ; 242020; 0000000
3967.1878751346171157 ; 304734; 0000000
2653.2095996987777653 ; 31566; 0000000
2587.9336552744084656 ; 529; 0000000
3322.178403306328164 ; 221174; 0000000
2744.4971954791858479 ; 74661; 0000000
2602.2843397112396815 ; 9202; 0000000
2605.6480731863230176 ; 11198; 0000000
3168.12281723374781 ; 177785; 0000000
2587.9353492267350703 ; 633; 0000000
2860.7553664924284931 ; 104543; 0000000
2720.8132102384897735 ; 53974; 0000000
2705.2088632303343729 ; 45794; 0000000
7208.5452332828153885 ; 473864; 0000000
2882.5944763816587511 ; 112593; 0000000
3074.1541151119340611 ; 171032; 0000000
2739.6882616694456374 ; 66350; 0000000
2677.6400390643566425 ; 40488; 0000000
3137.8422099849653932 ; 177648; 0000000
2897.8145687562901003 ; 112838; 0000000
2928.9281386202328576 ; 120542; 0000000
2913.6877165970336137 ; 114477; 0000000
2735.3400229092690097 ; 63558; 0000000
3227.6969240228254421 ; 199835; 0000000
3647.7683667866804171 ; 285416; 0000000
