Pareto (Travel Time; Profit; IsValid)

7544.3659000000006927 ; 0; 0000000
8461.2660210202247981 ; 5907; 0000000
8361.8612032256223756 ; 5421; 0000000
9011.0791361219271494 ; 9051; 0000000
9479.1533473193703685 ; 11029; 0000000
9340.6166925495399482 ; 10643; 0000000
9663.9562009098171984 ; 11759; 0000000
7547.7059536907718211 ; 867; 0000000
7544.5325194814440692 ; 119; 0000000
7653.1901060480495289 ; 2287; 0000000
8016.1766167290543308 ; 4236; 0000000
7654.0646904655432081 ; 2790; 0000000
7871.2433066154244443 ; 3938; 0000000
7600.9966768132653669 ; 1435; 0000000
7620.5974855973536251 ; 1856; 0000000
7906.415899778407038 ; 4182; 0000000
8601.4223714303207089 ; 7660; 0000000
8601.1035279928182717 ; 7541; 0000000
11670.730300624001757 ; 12508; 0000000
14892.914716546531054 ; 14596; 0000000
