Pareto (Travel Time; Profit; IsValid)

2588.274666726826581 ; 1489; 0000000
2590.1872685217040271 ; 3548; 0000000
5400.2481549342001017 ; 77219; 0000000
2592.3145961522227481 ; 4414; 0000000
5309.6429066142391093 ; 76858; 0000000
5268.8867972417892815 ; 76636; 0000000
2593.8123116698538979 ; 4745; 0000000
3817.1402957329823948 ; 67537; 0000000
3850.5271493900349924 ; 68221; 0000000
3877.3861782616113487 ; 68583; 0000000
3940.1906620765767002 ; 69384; 0000000
3992.2185665885804156 ; 69620; 0000000
4061.6713863326453975 ; 70633; 0000000
4122.6242893822418409 ; 71095; 0000000
4164.3147087028546594 ; 71434; 0000000
4215.1806569646350908 ; 71708; 0000000
4265.3915666173179488 ; 72118; 0000000
4327.1436187007338958 ; 72387; 0000000
4365.0519369633966562 ; 72794; 0000000
4410.9570239260356175 ; 73024; 0000000
4454.2992976286132034 ; 73276; 0000000
4540.6215595123749154 ; 73786; 0000000
4585.4286141349557511 ; 74074; 0000000
4638.6631704990741127 ; 74251; 0000000
4691.2742461479438134 ; 74587; 0000000
4748.9233988475571095 ; 74663; 0000000
4785.7192451944165441 ; 74979; 0000000
4845.6161566261534972 ; 75156; 0000000
4893.2455661018402679 ; 75337; 0000000
4957.3376519275525425 ; 75618; 0000000
5014.7472409248248368 ; 75847; 0000000
5106.2106788682503975 ; 76219; 0000000
5227.4160416167069343 ; 76593; 0000000
5293.6485415321321852 ; 76659; 0000000
5558.046842627208207 ; 77466; 0000000
5654.0471316773846411 ; 77550; 0000000
5672.0540845109026122 ; 77731; 0000000
2819.389809008447628 ; 38321; 0000000
2895.8104426521808819 ; 42702; 0000000
3750.5126761381520737 ; 66685; 0000000
3799.8758746767935008 ; 67267; 0000000
4055.2023175699523563 ; 70015; 0000000
6043.7387148116695244 ; 77755; 0000000
2630.6723485720103781 ; 15929; 0000000
2652.1886764961927838 ; 20264; 0000000
2664.8975724012307182 ; 22364; 0000000
2619.2068513131807777 ; 14020; 0000000
3047.52730523160335 ; 50926; 0000000
2827.8263608248366836 ; 39429; 0000000
3073.4623547857108861 ; 52449; 0000000
3642.4916578034403756 ; 65385; 0000000
2757.9416108312780125 ; 34408; 0000000
3174.0706664090598679 ; 55717; 0000000
3200.2563897934091983 ; 56796; 0000000
2804.748200433456077 ; 37874; 0000000
3772.9111450023137877 ; 67247; 0000000
4264.0085265318111851 ; 72086; 0000000
2599.320173359501041 ; 7520; 0000000
2676.5731061282367591 ; 23755; 0000000
3594.3509465925862969 ; 64660; 0000000
2783.0186133986062487 ; 35637; 0000000
2645.8856643593881017 ; 18037; 0000000
