Pareto (Travel Time; Profit; IsValid)

7544.3659000000006927 ; 0; 0000000
7563.7897304373309453 ; 6746; 0000000
7564.8230512596192057 ; 7256; 0000000
7570.03799024037653 ; 8293; 0000000
7577.1184006731264162 ; 9336; 0000000
7597.7979477639310062 ; 11205; 0000000
7623.2644646401395221 ; 12783; 0000000
7653.6624518498274483 ; 15016; 0000000
7684.9859551393137735 ; 17246; 0000000
7698.9650892396894051 ; 17993; 0000000
7727.9937839237354638 ; 18961; 0000000
7735.6045639379817658 ; 19998; 0000000
7755.5711539646636083 ; 21011; 0000000
7793.1877611877280287 ; 22126; 0000000
7813.3036977557021601 ; 23199; 0000000
7843.2544523824117277 ; 24174; 0000000
7874.0186484433670557 ; 25142; 0000000
7911.7165663311880053 ; 26047; 0000000
7926.2960594134547136 ; 26474; 0000000
7967.9173486944637261 ; 27253; 0000000
7998.1968315936619547 ; 28361; 0000000
8027.2310020491950127 ; 29215; 0000000
8071.025684543571515 ; 30239; 0000000
8123.6872973663694211 ; 30956; 0000000
8161.0155565792838388 ; 31842; 0000000
8192.10575468215211 ; 32442; 0000000
8324.9451808534031443 ; 34473; 0000000
8358.9557154749800247 ; 34989; 0000000
8437.8475664222496562 ; 36149; 0000000
8533.3867056712806516 ; 37204; 0000000
8600.2421926250062825 ; 37921; 0000000
8757.9666183608151186 ; 39521; 0000000
9088.9342888447445148 ; 42262; 0000000
7649.6173245806057821 ; 14933; 0000000
7665.9723494482841488 ; 15891; 0000000
10312.445680854090824 ; 50704; 0000000
10499.439105593137356 ; 51332; 0000000
7715.599567686197588 ; 18146; 0000000
7631.6913026363590689 ; 13333; 0000000
12455.65363120784059 ; 56227; 0000000
7605.9082931289849512 ; 11670; 0000000
9990.0746762061025947 ; 49223; 0000000
11650.775000925541462 ; 54883; 0000000
12004.299538350229341 ; 55522; 0000000
9394.0033949022345041 ; 45023; 0000000
11242.672045522140252 ; 53801; 0000000
9600.1960495746097877 ; 46650; 0000000
10844.716005251742899 ; 52623; 0000000
11548.569672637591793 ; 54590; 0000000
10661.591376261218102 ; 52011; 0000000
9688.2633588045373472 ; 46958; 0000000
9512.2990416112515959 ; 46156; 0000000
10747.955438499880984 ; 52249; 0000000
9313.7028324704515398 ; 44529; 0000000
10094.381420140165574 ; 49628; 0000000
11456.174617167347606 ; 54346; 0000000
9467.3222184173737332 ; 45612; 0000000
12165.356972130111899 ; 55873; 0000000
13002.109953754305025 ; 56984; 0000000
10220.056865477752581 ; 50346; 0000000
10553.069314403870521 ; 51718; 0000000
12576.906456925804378 ; 56479; 0000000
9853.3718322394015559 ; 48440; 0000000
9898.3698557254137995 ; 48826; 0000000
7635.6833244696372276 ; 14108; 0000000
10982.799136206462208 ; 53000; 0000000
9252.8148302003282879 ; 44058; 0000000
10161.893522833095631 ; 49921; 0000000
9221.1081048537034803 ; 43507; 0000000
9804.7663163630168128 ; 47637; 0000000
11151.127342661879084 ; 53508; 0000000
12097.551483714842107 ; 55774; 0000000
9745.3347009924473241 ; 47596; 0000000
7544.4142091113026254 ; 119; 0000000
10929.266915677968427 ; 52916; 0000000
12769.854696702339425 ; 56762; 0000000
7618.9812290901190863 ; 12169; 0000000
7590.1194783706287126 ; 10560; 0000000
7583.199557602340974 ; 9466; 0000000
8516.947697598099694 ; 37195; 0000000
8453.6022596811126277 ; 36516; 0000000
8384.166785365805481 ; 35589; 0000000
7967.8169338850893837 ; 27216; 0000000
8230.6381315104245004 ; 33127; 0000000
8132.0476311574357169 ; 31448; 0000000
8094.9447864887360993 ; 30726; 0000000
8776.4268549128464656 ; 39882; 0000000
9014.7287588674244034 ; 41794; 0000000
8272.4519044819135161 ; 33927; 0000000
8602.6324751377414941 ; 38019; 0000000
8342.1172391821146448 ; 34867; 0000000
8325.3496658268486499 ; 34506; 0000000
7661.708970406491062 ; 15172; 0000000
7617.8798878791549214 ; 12016; 0000000
7623.0093633579126617 ; 12648; 0000000
8048.1442913818036686 ; 29247; 0000000
15884.597257650202664 ; 57685; 0000000
14219.862221100072929 ; 57551; 0000000
