Pareto (Travel Time; Profit; IsValid)

7544.3659000000006927 ; 0; 0000000
13247.918556245633226 ; 83440; 0000000
12153.456222255676039 ; 81991; 0000000
12933.543172775394851 ; 83213; 0000000
13591.067735848482698 ; 83902; 0000000
12938.660603237618488 ; 83301; 0000000
12650.845228097681684 ; 82867; 0000000
13147.078073580023556 ; 83351; 0000000
12445.344566119496449 ; 82604; 0000000
13551.604051681237252 ; 83890; 0000000
12286.185328225667035 ; 82325; 0000000
13450.127447334692988 ; 83711; 0000000
12154.262335887582594 ; 82278; 0000000
12580.565025594643885 ; 82762; 0000000
7560.6232329841022874 ; 5801; 0000000
13306.675893234691102 ; 83682; 0000000
13462.698564896976677 ; 83888; 0000000
13933.619610652145639 ; 84409; 0000000
7546.8178118477026146 ; 1770; 0000000
7547.4210173010551443 ; 1818; 0000000
7552.472757288154753 ; 3538; 0000000
7545.3073596332496891 ; 1673; 0000000
7550.2487917193466274 ; 3274; 0000000
7555.570625685097184 ; 4556; 0000000
7560.68154836656322 ; 6282; 0000000
7566.1228757948656494 ; 6733; 0000000
7572.3753800460754064 ; 8472; 0000000
7577.6630084880871436 ; 9733; 0000000
7582.4584529487892723 ; 11342; 0000000
7589.0078360986981352 ; 12616; 0000000
7605.2059557011170909 ; 14902; 0000000
7618.0376957971629963 ; 16452; 0000000
7791.1850816080477671 ; 29734; 0000000
7890.9328264576333822 ; 36432; 0000000
7910.8936769670699505 ; 37657; 0000000
7956.1727110778065253 ; 39824; 0000000
8027.7221936398191247 ; 42226; 0000000
8182.4096063986780791 ; 47958; 0000000
8404.7377339204249438 ; 53743; 0000000
8599.3088855997721112 ; 57655; 0000000
8701.3915079500457068 ; 60029; 0000000
8758.108237959422695 ; 61119; 0000000
8866.9954404558793613 ; 62891; 0000000
11145.884339424464997 ; 79661; 0000000
12047.045828849242753 ; 81933; 0000000
7794.9472968740492433 ; 31675; 0000000
7754.5909684169328102 ; 28848; 0000000
7623.6463621248949494 ; 17252; 0000000
7649.5480701557135035 ; 19695; 0000000
7580.726170101869684 ; 10443; 0000000
7824.356923557115806 ; 33294; 0000000
11037.331329256379831 ; 79365; 0000000
7733.5607725973995912 ; 27209; 0000000
8725.2539288607149501 ; 60466; 0000000
10536.430442214272261 ; 77581; 0000000
7965.2608780813088742 ; 40084; 0000000
12006.987946814326278 ; 81757; 0000000
8796.4836234215181321 ; 61606; 0000000
8125.2624945415782349 ; 46066; 0000000
7857.9537282591336407 ; 34850; 0000000
8090.4114560623474972 ; 44716; 0000000
7908.1826931109180805 ; 37521; 0000000
8052.2471910360673064 ; 43493; 0000000
7610.5858257397576381 ; 15645; 0000000
8413.1497679272124515 ; 53744; 0000000
7682.4468504544893221 ; 23359; 0000000
7661.7888897788170652 ; 21216; 0000000
7573.7780135456268908 ; 8475; 0000000
7569.7143449849318131 ; 7772; 0000000
8001.4447279914966202 ; 41521; 0000000
8164.8948332891613973 ; 47289; 0000000
10340.888909245237301 ; 76611; 0000000
7701.0133331933220688 ; 25038; 0000000
7604.7513820505391777 ; 14393; 0000000
7717.5764588232941605 ; 25632; 0000000
7674.1567762600861897 ; 22313; 0000000
7602.281464989720007 ; 13139; 0000000
8454.6481314472221129 ; 55353; 0000000
8537.5876749013859808 ; 57589; 0000000
10875.889835585994661 ; 79139; 0000000
8779.0002080297617795 ; 61173; 0000000
8362.0312937610178778 ; 53205; 0000000
8853.3512138885580498 ; 62761; 0000000
11641.143862366292524 ; 81266; 0000000
11464.640855358515182 ; 80871; 0000000
8680.9302391640485439 ; 60025; 0000000
11311.248503950273516 ; 80399; 0000000
8614.8905158789475536 ; 58847; 0000000
7754.1983693115444112 ; 28019; 0000000
10731.588841854945713 ; 78596; 0000000
12441.120911037949554 ; 82462; 0000000
8915.3928956356685376 ; 63977; 0000000
11824.243261191955753 ; 81558; 0000000
9564.8189675382272981 ; 71033; 0000000
7808.4380022357863709 ; 32278; 0000000
7673.9168503747077921 ; 21245; 0000000
8182.8481132407387122 ; 48212; 0000000
12806.039196901661853 ; 82869; 0000000
