Pareto (Travel Time; Profit; IsValid)

7544.3659000000006927 ; 0; 0000000
7586.8746425557174007 ; 1652; 0000000
7849.8171995412712931 ; 6577; 0000000
8280.483362258390116 ; 13601; 0000000
7680.1644301461219584 ; 3105; 0000000
7550.3129827105813092 ; 958; 0000000
7909.303928657225697 ; 7490; 0000000
8720.5886240631716646 ; 17468; 0000000
12062.995161088036184 ; 36819; 0000000
11523.033488105100332 ; 34692; 0000000
11889.496083014193573 ; 36488; 0000000
11250.168187237357415 ; 33433; 0000000
7544.4196369193650753 ; 119; 0000000
9202.0357627821103961 ; 23900; 0000000
8986.3355387754345429 ; 21788; 0000000
10640.615857752565717 ; 32112; 0000000
10474.505832440529048 ; 30996; 0000000
7583.8824289476151534 ; 1618; 0000000
9585.3491702386254474 ; 25105; 0000000
8210.5666201510230167 ; 12017; 0000000
7748.3023684804329605 ; 4572; 0000000
13791.597514665570998 ; 40554; 0000000
14112.169936098274775 ; 40893; 0000000
13847.465318260876302 ; 40795; 0000000
9668.553062532646436 ; 26073; 0000000
8730.1193512072823069 ; 18768; 0000000
8518.2005675114214682 ; 16960; 0000000
